"hsa","obsratewm100k","obsratebm100k","femhh","popdens","pctblack","pcthispan","dthswm","obslnrwm","predlnrwm","residwm","dthsbm","obslnrbm","predlnrbm","residbm","predratewm100k","smpredratewm100k","predratebm100k","urbanRural","BM15-24","WM15-24"
462,15.41,108.62,8.2,52.1,14.831254387,10.851557859,15,-8.778,-8.4184,-0.3595,20,-6.8251,-6.6671,-0.158,22.08,22.07676,127.21,3.96,18430,97980
463,8.53,72.15,10.2,72.6,36.073236213,0.6540205097,2,-9.3693,-9.8892,0.5198,12,-7.2342,-7.3831,0.149,5.07,10.04953,62.17,3.46,16655,23725
464,3.33,44.79,8.1,59.5,15.548015104,11.924175936,4,-10.3093,-9.3994,-0.9099,7,-7.711,-7.8152,0.1042,8.28,12.77417,40.36,4.13,15665,123755
465,6.8,29.09,7.1,49.6,16.69307111,6.6266047528,1,-9.5953,-9.3361,-0.2592,1,-8.1427,-7.609,-0.5337,8.82,13.98836,49.6,6.86,3450,14915
466,12.82,0.1,6.8,18.8,2.9978517549,1.4213952286,2,-8.962,-9.6977,0.7356,0,-13.8155,-11.5399,-2.2756,6.14,13.98836,0.97,7,1055,15725
467,14.53,97.66,7.8,78.4,16.46732654,1.3760062258,9,-8.8367,-8.7899,-0.0468,14,-6.9314,-7.4023,0.4709,15.23,15.22632,60.98,3.33,14350,62370
468,5.8,0.1,6.5,13.5,3.2695832485,11.806416974,1,-9.7557,-10.2108,0.4551,0,-13.8155,-12.2522,-1.5634,3.68,11.79795,0.48,6.99,1190,17555
469,0.1,0.1,4.8,6.5,0.4747446867,3.1824454872,0,-13.8155,-11.3357,-2.4798,0,-13.8155,-10.5896,-3.2259,1.19,2.33223,2.52,7.95,260,10300
470,10.61,58.74,7.7,54.7,20.65565032,1.9682835821,11,-9.1508,-8.6807,-0.4701,19,-7.4398,-7.2834,-0.1564,16.98,13.18165,68.68,4.17,32400,104630
471,10.29,98.23,8.4,119.1,19.074259377,0.8422026138,4,-9.1822,-9.625,0.4428,11,-6.9256,-7.6371,0.7115,6.61,10.0767,48.22,2.51,11210,39270
472,2.19,0.1,5.9,45.6,2.3568259444,1.2674889648,1,-10.7291,-9.8569,-0.8722,0,-13.8155,-12.5358,-1.2797,5.24,5.92704,0.36,4.73,1520,47850
473,8.83,69.53,10.3,35.2,38.08707935,0.5865888908,3,-9.3348,-8.8716,-0.4631,20,-7.2711,-7.0332,-0.2379,14.03,12.42767,88.21,4.9,28805,34365
474,16.48,0.1,7.1,31.5,5.8453924962,2.5272113099,3,-8.711,-8.4389,-0.2722,0,-13.8155,-10.0276,-3.7879,21.63,21.62879,4.42,5.88,1760,18320
475,6.89,0.1,5.8,19.4,2.4440502895,5.2663154051,1,-9.583,-10.9737,1.3907,0,-13.8155,-11.3771,-2.4384,1.71,2.33737,1.15,7,610,14730
476,0.1,200.1,6.9,30.4,3.2273447691,2.820595537,0,-13.8155,-9.7334,-4.0821,2,-6.2141,-8.4683,2.2542,5.93,5.92704,21,6,1000,18440
477,21.85,94.85,10.7,43.6,40.665438484,0.5360353362,4,-8.4287,-8.8608,0.4321,15,-6.9606,-7.2694,0.3088,14.18,13.5573,69.65,7.61,15830,18390
478,18.87,63.19,7.7,29.5,4.025072127,1.0365869227,4,-8.5753,-9.5462,0.9709,1,-7.3668,-6.8741,-0.4926,7.15,13.98836,103.42,6.39,1585,21310
479,10.77,0.1,6,17.2,2.6595080534,7.6538893745,1,-9.1359,-9.2444,0.1085,0,-13.8155,-9.8118,-4.0037,9.67,11.79795,5.48,6,345,9370
480,0.1,136.27,10.5,25.8,38.739008793,1.2689848122,0,-13.8155,-9.6541,-4.1614,8,-6.5983,-6.7755,0.1772,6.42,6.4162,114.14,7,5875,8560
481,16.19,0.1,5.6,18.3,4.7130441441,41.460239672,3,-8.7288,-9.7294,1.0006,0,-13.8155,-10.6977,-3.1178,5.95,10.01742,2.26,5.01,1085,18650
482,5.13,0.1,6.7,48.8,15.188346777,0.5560341452,1,-9.8773,-9.178,-0.6993,0,-13.8155,-10.4111,-3.4044,10.33,6.08925,3.01,7,4330,19870
483,7.49,50.86,6.7,19.7,8.8096942428,10.770528684,1,-9.5,-10.2658,0.7659,1,-7.5838,-7.9922,0.4084,3.48,5.92704,33.81,5.53,1970,13540
484,0.1,48.9,10.4,40.5,34.139635024,0.6018080181,0,-13.8155,-10.2593,-3.5562,6,-7.6231,-8.3072,0.6841,3.5,6.08925,24.67,7.5,12295,33635
485,17.49,60.22,8.3,44.3,25.868916048,1.8450676764,4,-8.6514,-9.4187,0.7672,6,-7.4149,-6.9597,-0.4552,8.12,13.98836,94.94,4.44,9980,23005
486,11.92,81.23,9.1,32.2,31.358965182,0.2645840789,2,-9.035,-8.8167,-0.2182,8,-7.1156,-7.1908,0.0752,14.82,12.42767,75.35,5.95,9860,16925
487,5.51,85.25,17,48.9,63.158021849,0.4129869503,1,-9.8061,-10.7939,0.9877,32,-7.0673,-6.8111,-0.2562,2.05,6.08925,110.15,6.33,37580,18480
488,0.1,126.88,15.7,48,58.591860616,0.2795475231,0,-13.8155,-10.407,-3.4085,25,-6.6697,-6.5885,-0.0812,3.02,6.4162,137.61,5.47,19720,10280
489,13.84,21.13,7.9,29,18.999354191,5.492967853,2,-8.8853,-8.9859,0.1007,1,-8.4622,-7.8956,-0.5666,12.52,12.77417,37.24,4.85,4755,14555
490,11.03,0.1,5.9,20.5,12.537034149,11.502676854,1,-9.1119,-9.1913,0.0794,0,-13.8155,-10.7411,-3.0744,10.19,12.77417,2.16,7,1690,9145
491,18.75,0.1,5.6,12.6,1.864488558,46.212434519,2,-8.5818,-10.3655,1.7837,0,-13.8155,-10.3747,-3.4408,3.15,10.01742,3.12,6.34,140,10725
492,20.88,61.73,6.4,13.7,6.5132968455,26.523289351,8,-8.4739,-9.2668,0.7929,2,-7.3901,-7.2165,-0.1736,9.45,11.79795,73.44,3.79,3245,38490
493,13.26,28.96,7.8,40.5,15.474590328,6.443932851,7,-8.9285,-9.0262,0.0977,5,-8.147,-8.8841,0.737,12.02,12.02185,13.86,3.61,17325,53210
494,0.1,0.1,5.1,25,0.0384258222,0.6532389766,0,-13.8155,-10.6761,-3.1394,0,-13.8155,-8.6671,-5.1485,2.31,7.82658,17.22,7.5,5,19970
495,8.07,38.89,5.3,145.7,4.4731120623,6.6782504034,10,-9.4249,-9.2844,-0.1406,3,-7.8523,-8.1902,0.3379,9.29,19.70802,27.74,1.16,7735,125490
496,0.1,19.86,8.8,27.6,35.965959988,0.671842341,0,-13.8155,-11.6742,-2.1413,1,-8.5241,-7.9646,-0.5595,0.85,11.70979,34.76,7,5060,7680
497,7.71,0.1,5.6,30.4,1.9002616155,1.9976069277,1,-9.4704,-9.3021,-0.1683,0,-13.8155,-10.8228,-2.9927,9.12,9.94158,1.99,4.71,265,13140
498,0.1,0.1,6.7,61.9,8.6145127011,0.4210100192,0,-13.8155,-9.7074,-4.1081,0,-13.8155,-10.7427,-3.0728,6.08,6.08317,2.16,6.64,1520,15820
499,14.1,146.24,11.9,44.6,42.719981213,0.637679065,3,-8.8664,-8.8225,-0.0438,27,-6.5277,-6.3376,-0.1901,14.74,12.42767,176.85,3.74,18475,21420
500,6.58,131.29,7.7,108.1,15.319756015,1.6589593078,4,-9.6288,-9.0011,-0.6276,18,-6.6355,-6.98,0.3445,12.33,12.32741,93.03,2.17,13720,61720
501,0.1,24.02,6.5,16.4,17.748770978,7.1452788608,0,-13.8155,-11.0679,-2.7476,1,-8.3339,-8.6247,0.2908,1.56,12.77417,17.96,7.07,4180,8590
502,12.7,13.76,11,30.6,41.695229273,0.2385363594,1,-8.9711,-10.4462,1.4751,1,-8.8911,-8.5809,-0.3101,2.91,6.08925,18.77,7.43,7320,7935
503,22.88,0.1,6,10.7,4.5056362896,25.312372674,2,-8.3827,-9.4226,1.0399,0,-13.8155,-11.9404,-1.8751,8.09,11.79795,0.65,6.77,695,8780
504,0.1,55.15,10.5,31.4,44.68293787,0.2829227809,0,-13.8155,-11.0899,-2.7256,3,-7.5029,-7.2121,-0.2909,1.53,6.4162,73.76,9,5450,4870
505,8.57,44.74,6.2,81.2,10.132171712,19.441155665,7,-9.3651,-9.1946,-0.1705,5,-7.712,-10.3921,2.6801,10.16,13.18165,3.07,2.16,11200,82680
506,5.45,241.06,5.2,10,1.2537829658,17.480440149,1,-9.817,-8.8641,-0.9528,1,-6.0279,-9.6315,3.6036,14.14,14.13742,6.56,7.31,415,18685
507,10.35,0.1,4.9,21,0.3601469593,11.273324954,2,-9.1763,-9.3002,0.1238,0,-13.8155,-10.32,-3.4955,9.14,11.79795,3.3,6.32,235,19520
508,28.6,269.46,6.1,11.8,3.4668629639,30.243630233,8,-8.1595,-8.8219,0.6624,4,-5.9165,-7.3039,1.3874,14.75,14.74679,67.29,5.51,1485,28070
509,9.42,53.86,8.1,33.5,22.132587281,6.4473779516,3,-9.2701,-9.0005,-0.2697,8,-7.5265,-7.7012,0.1748,12.33,13.84779,45.23,6.19,14880,32190
510,5.99,17.27,6.6,83.7,5.4833380432,30.373019151,3,-9.7226,-9.8763,0.1537,1,-8.6641,-9.5761,0.912,5.14,12.77417,6.94,2,5825,50920
511,0.1,61.43,10.7,43.3,39.723518231,0.2073613271,0,-13.8155,-10.9557,-2.8598,7,-7.3951,-7.5115,0.1163,1.75,6.4162,54.68,6.52,11415,12680
512,0.1,322.67,6.3,4.7,6.7988434531,15.687732342,0,-13.8155,-10.0763,-3.7392,1,-5.7363,-9.4144,3.6781,4.21,9.77693,8.15,8.02,310,3100
513,15.28,0.1,7.7,22.4,3.0699654163,50.045224794,2,-8.7864,-8.9715,0.1852,0,-13.8155,-11.5818,-2.2337,12.7,12.77417,0.93,6,435,13175
514,0.1,0.1,5.1,13.1,2.2450463552,38.002181422,0,-13.8155,-10.2349,-3.5806,0,-13.8155,-10.6103,-3.2052,3.59,10.01742,2.47,6.4,230,7450
515,0.1,0.1,5.8,28.6,5.6119775699,1.6889443819,0,-13.8155,-10.2842,-3.5313,0,-13.8155,-12.9139,-0.9016,3.42,8.05204,0.25,3.61,2110,22020
516,6.01,0.1,8,15.8,1.1877061546,80.251348794,2,-9.7199,-9.2133,-0.5066,0,-13.8155,-11.6872,-2.1283,9.97,11.79795,0.84,5.16,535,33855
517,0.1,0.1,5.2,108,0.8392498842,22.696403766,0,-13.8155,-10.2866,-3.5289,0,-13.8155,-10.5825,-3.233,3.41,12.77417,2.54,1,185,16015
518,18.41,0.1,7.2,19,3.7940219,26.658774785,2,-8.6002,-8.5788,-0.0214,0,-13.8155,-10.2445,-3.571,18.81,14.74679,3.56,5.13,740,10925
519,33.32,0.1,5.1,20,5.1840721262,22.652141247,2,-8.0067,-9.7581,1.7514,0,-13.8155,-12.192,-1.6236,5.78,10.01742,0.51,7,515,6020
520,25.81,0.1,9.7,212.2,0.3538198506,81.875641141,31,-8.2623,-8.1468,-0.1156,0,-13.8155,-11.8126,-2.0029,28.97,28.96608,0.74,2.25,545,120595
521,0.1,0.1,8.4,30,14.595650338,0.1478040541,0,-13.8155,-9.6022,-4.2133,0,-13.8155,-7.9443,-5.8713,6.76,10.89088,35.47,7,840,5395
522,0.1,0.1,5.9,30,1.695845453,1.5257120904,0,-13.8155,-10.1051,-3.7104,0,-13.8155,-10.2969,-3.5186,4.09,7.82658,3.37,7,205,6815
523,38.05,98.5,10.5,23,46.434932491,0.1781097386,1,-7.874,-9.7816,1.9076,4,-6.9229,-7.6517,0.7288,5.65,8.11915,47.52,6,4065,2635
524,0.1,0.1,5.4,4,6.4091799608,15.952980688,0,-13.8155,-9.8327,-3.9829,0,-13.8155,-9.7441,-4.0714,5.37,5.36677,5.86,9,125,995
525,0.1,40.1,16.1,14,67.65860715,0.2273196942,0,-13.8155,-10.1545,-3.661,1,-7.8215,-11.5192,3.6977,3.89,6.4162,0.99,9,2500,1000
526,13.01,0.1,7.2,1.3,0.4112604263,57.217330862,1,-8.9471,-9.2677,0.3206,0,-13.8155,-9.8204,-3.9951,9.44,11.79795,5.43,7.23,165,7745
527,14.46,145.67,9.4,19.9,27.748135573,0.2607166677,1,-8.8417,-8.993,0.1512,5,-6.5316,-7.3952,0.8636,12.43,12.42767,61.42,7,3435,6965
528,0.1,39.42,10,93,31.243328857,2.1588678855,0,-13.8155,-10.3779,-3.4376,3,-7.8387,-8.7581,0.9194,3.11,13.18165,15.72,4,7630,13825
529,32.36,45.25,8.4,37,11.831560542,1.1302845486,4,-8.0361,-8.7898,0.7537,1,-7.7008,-7.8479,0.1471,15.23,14.9293,39.06,6,2215,12400
530,0.1,0.1,9.4,18,29.626897781,0.8912655971,0,-13.8155,-10.5544,-3.2612,0,-13.8155,-12.2305,-1.585,2.61,7.71468,0.49,7,2280,3880
531,0.1,0.1,8.8,8,1.2172912873,82.986676891,0,-13.8155,-9.7015,-4.114,0,-13.8155,-9.025,-4.7905,6.12,11.79795,12.04,7,25,4160
532,27.25,222.41,8.8,588,17.520779764,13.98672487,16,-8.2079,-8.5476,0.3397,31,-6.1084,-6.3599,0.2515,19.4,13.18165,172.95,0,13945,58935
533,0.1,39.05,13.9,28,52.658198071,0.1529051988,0,-13.8155,-10.1276,-3.6879,2,-7.8481,-7.1942,-0.6539,4,6.08925,75.09,6,5135,3590
534,18.05,0.1,5,21,0,2.0752867931,1,-8.6196,-9.4105,0.7909,0,-13.8155,-8.6233,-5.1922,8.19,8.186,17.99,7,0,5570
535,0.1,0.1,3.3,3,0.0166030217,4.2835796115,0,-13.8155,-10.2037,-3.6118,0,-13.8155,-8.6641,-5.1514,3.7,2.55698,17.27,9,0,1675
536,21.22,0.1,7.7,16,0.1670951157,60.848329049,2,-8.458,-8.6589,0.2009,0,-13.8155,-8.9918,-4.8237,17.36,14.74679,12.44,7,25,9470
537,51.32,149.61,15.5,41,54.497537971,0.6761911367,2,-7.5749,-9.2665,1.6916,9,-6.5049,-6.855,0.35,9.45,9.45388,105.42,7,6020,3905
538,37.85,0.1,10,33,0.0670609035,92.965378962,25,-7.8794,-8.2651,0.3858,0,-13.8155,-10.0963,-3.7192,25.73,23.21562,4.12,3.29,140,66230
539,6.64,0.1,6.3,65,0.7245277293,0.6741305125,4,-9.6201,-9.6921,0.072,0,-13.8155,-13.1543,-0.6613,6.18,6.17696,0.19,3.99,800,61180
540,3.76,0.1,7.1,380.2,3.9775356998,1.0331452773,18,-10.188,-10.2613,0.0733,0,-13.8155,-13.2884,-0.5272,3.5,3.49602,0.17,0.42,27770,491535
541,7.68,0.1,9.4,395.1,19.008263512,0.9278904458,33,-9.4748,-9.4467,-0.0281,0,-13.8155,-13.4194,-0.3961,7.89,7.89497,0.15,0.5,133300,435595
542,4.62,0.1,7.6,154.1,7.9599787081,2.2775770537,9,-9.9836,-9.9154,-0.0682,0,-13.8155,-12.3948,-1.4207,4.94,4.94079,0.41,2.45,21790,199335
543,0.1,0.1,5.3,10.1,0.085443143,0.4695225139,0,-13.8155,-10.9677,-2.8478,0,-13.8155,-12.5284,-1.2871,1.72,0.39682,0.36,4.49,85,35900
544,3.11,0.1,5.2,36.7,0.3976566004,0.4360350863,2,-10.3787,-11.8423,1.4636,0,-13.8155,-13.2396,-0.5759,0.72,0.44661,0.18,4.45,445,66475
545,3.36,0.1,5.6,80.8,1.5568661582,0.8865487845,5,-10.3005,-10.7195,0.419,0,-13.8155,-10.5815,-3.234,2.21,1.80205,2.54,3.99,4220,153295
546,4.89,180.28,6.6,88.6,2.8908613177,1.4454306589,8,-9.926,-9.9362,0.0102,1,-6.3184,-9.5048,3.1864,4.84,4.83908,7.45,3.08,6290,167060
547,1,0.1,5.4,20.1,0.2055566349,0.8789586167,1,-11.5082,-11.9513,0.4431,0,-13.8155,-12.4168,-1.3987,0.65,0.60983,0.4,4.61,525,110530
548,12.07,0.1,8.5,192,13.907692308,2.490764408,36,-9.0225,-9.1739,0.1514,0,-13.8155,-13.0233,-0.7922,10.37,10.37112,0.22,0.51,57530,300830
549,5.75,0.1,5.7,52.1,0.8557110736,0.7009860831,10,-9.7629,-9.3489,-0.414,0,-13.8155,-11.7797,-2.0359,8.71,8.70611,0.77,4.24,2755,176835
550,6.41,0.1,5.3,9,1.6650514344,1.2470371192,2,-9.6554,-11.3758,1.7204,0,-13.8155,-13.022,-0.7935,1.15,0.66267,0.22,6.11,1060,31705
551,0.1,0.1,4.8,9,1.016762188,11.618426417,0,-13.8155,-10.6661,-3.1494,0,-13.8155,-11.2699,-2.5456,2.33,2.33223,1.28,6.37,525,15315
552,3.21,0.1,4.8,63.2,0.421183265,0.8090878522,3,-10.3456,-11.0268,0.6812,0,-13.8155,-13.2146,-0.6009,1.63,1.626,0.18,4.59,775,96360
553,0.1,0.1,6.7,47.5,6.6573605115,0.827175357,0,-13.8155,-11.8053,-2.0102,0,-13.8155,-12.2473,-1.5682,0.75,0.74649,0.48,4.58,8420,88690
554,4.61,0.1,6.2,53.9,6.4335540054,3.5046239583,6,-9.9843,-10.0212,0.0369,0,-13.8155,-12.5605,-1.255,4.44,4.44476,0.35,4.53,14580,132990
555,0.1,0.1,5,28.5,0.2336760582,3.2728001068,0,-13.8155,-12.1781,-1.6374,0,-13.8155,-11.741,-2.0745,0.51,0.41005,0.8,5.94,80,22620
556,0.1,0.1,5,30.9,0.3536216522,1.1102075129,0,-13.8155,-11.6825,-2.133,0,-13.8155,-11.8451,-1.9704,0.84,0.65072,0.72,6.29,355,31610
557,1.37,0.1,6,64.2,4.0159772964,0.5620617531,1,-11.2016,-10.9738,-0.2278,0,-13.8155,-11.9671,-1.8484,1.71,1.71451,0.63,4.54,3715,79035
558,7.12,122.54,6.5,10,1.377492587,2.0748678203,3,-9.5507,-10.9252,1.3745,34,-6.7045,-6.6771,-0.0274,1.8,1.79989,125.94,4.31,1360,42765
559,0.1,0.1,3.7,3.4,0.0155408206,0.3470783257,0,-13.8155,-11.6234,-2.1921,0,-13.8155,-12.5656,-1.2499,0.9,0.36933,0.35,7.69,0,5170
560,6.34,0.1,6.1,40.7,1.116466533,1.9181454005,4,-9.6659,-10.6741,1.0082,0,-13.8155,-12.608,-1.2075,2.31,1.80079,0.33,4.69,1155,64090
561,0.93,0.1,6.1,73.7,1.7406724358,1.3572847212,1,-11.583,-11.1167,-0.4662,0,-13.8155,-9.7676,-4.0479,1.49,1.4862,5.73,3.76,3020,120140
562,0.1,0.1,4,3.8,0.0142369021,14.977220957,0,-13.8155,-12.8356,-0.98,0,-13.8155,-12.6502,-1.1653,0.27,2.33223,0.32,7.98,15,4125
563,11.52,0.1,7.4,40.9,7.0278475888,0.5056757805,11,-9.0687,-9.3352,0.2665,0,-13.8155,-13.2341,-0.5814,8.83,8.82621,0.18,6.64,8995,96305
564,0.1,0.1,4.7,20.6,0.2734283212,0.6857069617,0,-13.8155,-13.2299,-0.5857,0,-13.8155,-12.0484,-1.7672,0.18,0.30441,0.59,6.47,240,14790
565,0.1,0.1,4.8,8,0.38383927,0.7369713985,0,-13.8155,-13.2373,-0.5782,0,-13.8155,-12.2338,-1.5817,0.18,0.51635,0.49,7.86,155,16870
566,0.1,0.1,5.3,16.7,0.4604014377,0.5189612697,0,-13.8155,-11.8867,-1.9288,0,-13.8155,-12.0884,-1.7271,0.69,0.68813,0.56,8.01,420,23685
567,0.1,0.1,5.3,16.1,1.2943485668,4.1645063329,0,-13.8155,-11.2499,-2.5656,0,-13.8155,-12.1096,-1.7059,1.3,4.44476,0.55,5.68,635,20975
568,0.1,251.42,4.2,13.6,0.031132558,0.1823478396,0,-13.8155,-13.2351,-0.5805,335,-5.9858,-6.0069,0.0211,0.18,0.31715,246.17,7.62,5,14015
569,0.1,0.1,6.1,23.3,2.5240126431,1.813606653,0,-13.8155,-12.1463,-1.6692,0,-13.8155,-13.5467,-0.2688,0.53,0.5308,0.13,5.97,960,19635
570,3.2,0.1,4.5,16,0.2177285824,2.1107938619,1,-10.3492,-10.4247,0.0755,0,-13.8155,-12.746,-1.0695,2.97,0.30441,0.29,6.35,335,32240
571,6.8,21.89,6.9,48.6,4.0378243409,0.5027105545,5,-9.596,-8.7516,-0.8445,1,-8.4271,-7.1388,-1.2882,15.82,12.42767,79.37,6.23,4590,74630
572,0.1,101.06,4.7,8,0.0517417175,0.2678394789,0,-13.8155,-13.1996,-0.6159,22,-6.8972,-7.2021,0.305,0.19,0.31715,74.5,6.59,50,20400
573,1.82,0.1,5.3,55,0.3280271002,1.3094269805,1,-10.9121,-11.5811,0.6689,0,-13.8155,-12.6472,-1.1683,0.93,0.9341,0.32,6.03,615,58020
574,18.14,0.1,5.1,22.5,0.4783732111,0.3959778252,7,-8.6149,-8.786,0.1712,0,-13.8155,-10.3404,-3.4751,15.29,12.42767,3.23,7.77,315,38805
575,5.71,0.1,5.3,10.2,1.0463407465,19.212305281,1,-9.771,-10.396,0.625,0,-13.8155,-12.3512,-1.4644,3.06,2.33223,0.43,6.2,400,17830
576,12.82,0.1,6.7,93.7,6.745062523,3.6404867769,21,-8.9622,-9.427,0.4648,0,-13.8155,-12.6236,-1.1919,8.05,8.05204,0.33,2.41,15965,165135
577,4.57,0.1,4.3,22.7,0.5557723831,0.8742486925,1,-9.9929,-12.6599,2.667,0,-13.8155,-12.5359,-1.2796,0.32,0.41005,0.36,6.67,245,22360
578,0.1,0.1,4.3,16.6,0.3291131734,0.4417825481,0,-13.8155,-12.4044,-1.4111,0,-13.8155,-13.2269,-0.5886,0.41,0.41005,0.18,8.04,250,26165
579,0.1,23.8,5.1,4.7,0.0131531354,0.4899542929,0,-13.8155,-12.3974,-1.4181,1,-8.3434,-8.9599,0.6165,0.41,0.64508,12.85,7.61,10,7270
580,4.88,0.1,5.6,6.6,0.1427969156,10.115461506,1,-9.9285,-10.112,0.1836,0,-13.8155,-12.1218,-1.6937,4.06,4.05895,0.54,6.35,145,20935
581,5.13,0.1,5.6,41.4,3.6826450627,0.5970672495,3,-9.8775,-9.8137,-0.0637,0,-13.8155,-12.5657,-1.2498,5.47,5.46971,0.35,5.75,4370,59620
582,0.1,143.18,4,23.5,0.079002809,0.3651685393,0,-13.8155,-13.17,-0.6455,9,-6.5488,-7.5033,0.9545,0.19,0.33636,55.13,7.22,35,15245
583,0.1,0.1,5.1,14.5,1.3822196293,3.0247273706,0,-13.8155,-12.1739,-1.6416,0,-13.8155,-11.9991,-1.8164,0.52,0.51635,0.61,7.34,365,12315
584,3.48,0.1,5.4,16.4,1.1379842467,1.8152165169,2,-10.2672,-11.1939,0.9267,0,-13.8155,-13.2793,-0.5362,1.38,0.60983,0.17,4.14,1020,59250
585,11.87,0.1,5.6,34.2,1.1332332613,0.7488906851,2,-9.0385,-10.9697,1.9312,0,-13.8155,-12.3112,-1.5043,1.72,0.65072,0.45,5.98,655,16985
586,5.58,0.1,5.3,6.7,0.0705001898,2.0137746525,1,-9.7933,-11.1516,1.3583,0,-13.8155,-13.4014,-0.4141,1.44,1.43523,0.15,6.82,70,18240
587,13.35,0.1,5.6,8.2,2.5701547338,14.495863434,2,-8.9215,-10.5741,1.6527,0,-13.8155,-11.7424,-2.0731,2.56,2.55698,0.79,7.32,785,15095
588,0.1,248.67,4.9,52.6,0.2446260812,0.4147422,0,-13.8155,-11.5019,-2.3136,143,-5.9968,-5.9937,-0.0031,1.01,1.01109,249.44,3.99,555,98835
589,3.32,0.1,5.5,34.8,0.5251008094,0.515193247,1,-10.314,-10.8833,0.5693,0,-13.8155,-11.7424,-2.0731,1.88,1.80205,0.79,6.68,270,31090
